Student_ID,login_frequency,avg_session_duration,completed_assignments,quiz_scores_avg,forum_participation,resource_views,task_completion_time,task_accuracy,error_count,repetition_needed,motion_intensity,safety_violations,attention_span_score,fatigue_level,collaboration_index,performance_score,efficiency_gain,instruction_recommendation,Age,Gender,Grade_Level,ID_Level,Adaptive_Functioning,Independent_Learning,Assistance_Level,Working_Memory,Attention_Control,Processing_Speed,Executive_Function,Reasoning_Skill,Reading_Level,Language_Comprehension,Vocabulary_Level,Communication_Mode,Motivation,Emotional_Regulation,Social_Interaction,Sensory_Sensitivity,Preferred_Learning_Mode,Prompt_Dependency,Repetition_Need,Activity_Duration,Literacy_Level,Numeracy_Level,Daily_Living_Skills,Task_Complexity_Tolerance,Recommended_Difficulty,Recommended_Content,Visual_Support,Audio_Support,Session_Length
S080,15,51.1,7,89.1,14,24,18.4,89.0,1,2,0.42,1,0.83,0.68,0.87,69.6,11.9,Competency-Based,9,Male,7,Mild,4,High,Minimal,4.0,4,6,8.0,4.0,Beginner,High,Medium,Verbal,5,9,7,Medium,Hands-on,Medium,Low,Medium,5,6,6,High,Medium,Story,Yes,Yes,30
S081,20,59.0,7,93.3,3,10,17.8,80.6,7,1,0.79,0,0.89,0.32,0.44,75.4,18.5,Adaptive,18,Male,4,Moderate,2,Medium,Partial,6.0,3,3,5.0,4.0,Beginner,Medium,Medium,Verbal,4,6,5,Low,Visual,Medium,High,Short,7,3,7,Medium,Easy,Worksheet,Yes,No,20
S082,17,40.0,4,51.4,12,16,29.9,65.7,5,2,0.47,0,0.62,0.38,0.67,53.2,5.8,Competency-Based,10,Male,12,Severe,2,Low,Full,3.0,3,3,3.0,5.0,Emerging,Low,Medium,AAC,2,2,2,Low,Hands-on,High,High,Short,3,4,5,Easy,Easy,Worksheet,Yes,No,10
S083,23,29.5,7,82.9,11,6,20.0,74.5,0,2,0.47,0,0.87,0.45,0.58,67.5,18.0,Adaptive,13,Male,4,Mild,4,High,Minimal,3.0,6,10,6.0,5.0,Intermediate,High,High,Non-verbal,5,5,4,High,Hands-on,Medium,Low,Medium,8,8,6,High,Medium,Quiz,Yes,Yes,20
S084,15,17.0,5,90.9,12,11,9.9,75.7,7,2,0.46,0,0.55,0.69,0.83,65.6,10.1,Competency-Based,14,Female,3,Mild,4,High,Minimal,5.0,7,2,8.0,7.0,Intermediate,High,High,AAC,7,7,6,Low,Visual,Medium,Low,Long,7,5,8,High,Medium,Story,No,Yes,15
S085,11,56.6,3,88.6,13,20,21.4,88.6,5,1,0.36,1,0.69,0.56,0.46,71.3,18.5,Adaptive,8,Male,12,Mild,4,Low,Partial,6.0,7,2,5.0,8.0,Intermediate,High,High,AAC,6,5,7,Low,Visual,Medium,Medium,Medium,7,7,7,Medium,Medium,Quiz,Yes,No,25
S086,17,56.4,3,93.4,19,7,11.3,60.8,2,3,0.36,1,0.87,0.53,0.3,65.8,19.1,Adaptive,9,Female,10,Severe,2,High,Minimal,1.0,2,2,3.0,4.0,Emerging,Medium,Low,AAC,1,1,4,Low,Hands-on,High,High,Short,3,1,2,Easy,Easy,Flashcards,Yes,Yes,10
S087,15,26.4,6,84.2,17,49,8.7,70.2,7,1,0.62,0,0.58,0.22,0.4,70.6,15.1,Adaptive,8,Female,3,Mild,4,High,Minimal,8.0,6,8,8.0,6.0,Intermediate,High,High,AAC,3,8,5,High,Audio,Medium,Low,Medium,7,8,6,High,Medium,Video,No,Yes,20
S088,3,46.3,6,69.9,5,7,29.4,79.7,7,2,0.74,0,0.92,0.46,0.51,63.0,15.0,Competency-Based,18,Female,11,Moderate,2,Medium,Partial,4.0,3,6,4.0,2.0,Beginner,Medium,Medium,Verbal,4,2,3,Medium,Visual,Medium,High,Short,3,7,5,Easy,Easy,Video,Yes,No,25
S089,9,18.4,3,64.0,10,31,25.0,70.2,6,1,0.7,1,0.47,0.6,0.49,55.1,11.8,Competency-Based,14,Male,12,Mild,4,High,Minimal,8.0,7,8,6.0,8.0,Intermediate,High,High,AAC,4,10,7,Low,Mixed,Low,Medium,Medium,7,3,7,Easy,Medium,Quiz,Yes,No,15
S090,11,22.5,8,64.4,1,54,29.6,83.9,4,3,0.37,0,0.41,0.78,0.77,55.9,17.5,Competency-Based,18,Male,6,Mild,4,High,Minimal,9.0,7,7,7.0,6.0,Beginner,High,Medium,AAC,4,6,7,High,Visual,Medium,Low,Long,4,5,6,Easy,Medium,Story,No,Yes,25
S091,3,24.8,6,82.6,18,47,18.5,78.3,6,1,0.57,0,0.9,0.24,0.71,72.1,19.4,Adaptive,8,Female,11,Mild,4,High,Minimal,9.0,8,6,7.0,7.0,Beginner,High,Medium,Verbal,10,2,7,Medium,Audio,Low,Medium,Long,7,4,7,High,Medium,Flashcards,No,No,30
S092,14,28.3,4,83.6,18,44,19.7,73.7,7,3,0.35,0,0.44,0.11,0.48,73.6,16.6,Adaptive,11,Male,12,Mild,4,High,Minimal,8.0,6,6,4.0,7.0,Intermediate,Medium,High,AAC,5,6,8,High,Mixed,Low,Low,Medium,7,7,8,High,Medium,Quiz,No,Yes,30
S093,10,59.8,7,59.0,4,42,11.7,96.1,4,3,0.32,0,0.95,0.15,0.57,70.0,14.3,Adaptive,18,Male,11,Moderate,2,Medium,Partial,8.0,5,5,5.0,3.0,Beginner,Low,Medium,AAC,6,2,5,High,Mixed,Medium,High,Medium,6,3,5,Easy,Easy,Video,Yes,Yes,15
S094,13,46.4,3,89.1,18,37,13.4,84.0,5,1,0.63,0,0.92,0.36,0.36,74.1,14.1,Adaptive,11,Female,4,Mild,4,High,Partial,3.0,5,6,5.0,5.0,Intermediate,High,High,Non-verbal,7,4,7,Low,Audio,Medium,Low,Medium,7,5,9,High,Medium,Flashcards,No,No,15
S095,21,32.3,9,82.2,1,32,26.4,64.9,1,2,0.57,0,0.48,0.67,0.84,59.9,17.7,Competency-Based,16,Male,6,Moderate,2,Medium,Partial,1.0,5,4,1.0,6.0,Beginner,Medium,Medium,Non-verbal,7,6,4,Medium,Audio,Low,High,Medium,5,3,3,Medium,Easy,Video,Yes,No,10
S096,19,48.2,6,75.3,9,5,15.8,81.3,1,3,0.34,0,0.7,0.1,0.86,73.4,13.1,Adaptive,9,Female,5,Moderate,3,Medium,Partial,3.0,3,4,5.0,6.0,Beginner,Low,Medium,AAC,3,6,9,Low,Audio,Medium,High,Short,6,3,4,Medium,Easy,Worksheet,Yes,Yes,15
S097,10,56.2,3,71.2,1,59,26.2,89.7,7,1,0.32,0,0.5,0.42,0.89,67.3,17.1,Adaptive,18,Female,9,Mild,4,High,Minimal,5.0,8,7,8.0,8.0,Intermediate,High,High,Verbal,2,8,6,Medium,Hands-on,Medium,Low,Medium,8,7,7,High,Medium,Worksheet,Yes,Yes,20
S098,5,58.1,5,74.4,10,12,23.6,86.9,2,3,0.79,0,0.64,0.33,0.82,70.0,12.6,Adaptive,14,Female,12,Mild,4,Low,Minimal,5.0,10,9,7.0,8.0,Intermediate,High,High,Verbal,8,8,7,Medium,Audio,Medium,Medium,Long,5,5,7,High,Medium,Flashcards,Yes,No,20
S099,5,17.6,2,57.2,17,41,11.9,66.5,0,2,0.32,1,0.43,0.14,0.4,61.0,5.9,Competency-Based,16,Female,5,Moderate,2,High,Full,4.0,7,7,5.0,4.0,Emerging,Medium,Low,Verbal,6,4,3,Medium,Mixed,Low,High,Medium,2,5,2,Medium,Easy,Flashcards,Yes,No,15
S100,3,32.8,7,59.2,14,36,19.2,97.0,5,1,0.52,1,0.52,0.42,0.33,64.9,10.8,Competency-Based,12,Female,5,Severe,2,Low,Full,1.0,1,1,1.0,5.0,Emerging,Low,Low,AAC,4,1,3,High,Mixed,High,High,Short,1,1,2,Easy,Easy,Worksheet,Yes,Yes,10
S101,7,19.8,3,54.1,8,52,22.9,77.1,4,1,0.55,1,0.6,0.28,0.65,59.8,11.7,Competency-Based,10,Female,5,Severe,2,Low,Minimal,2.0,4,2,1.0,1.0,Emerging,Low,Low,Non-verbal,2,9,2,Low,Visual,High,High,Short,3,3,3,Easy,Easy,Video,Yes,No,15
S102,12,30.1,2,56.9,18,47,13.2,66.0,7,1,0.36,0,0.64,0.35,0.85,55.9,7.1,Competency-Based,18,Female,7,Mild,3,High,Partial,6.0,6,4,9.0,4.0,Intermediate,Medium,High,AAC,7,9,6,Low,Audio,Low,Low,Medium,8,7,8,Easy,Medium,Story,Yes,Yes,15
S103,9,22.6,6,70.4,8,41,26.3,66.8,5,2,0.38,0,0.94,0.59,0.41,56.9,6.5,Competency-Based,16,Male,4,Severe,2,Low,Full,3.0,5,4,1.0,3.0,Emerging,Low,Low,Non-verbal,2,6,1,High,Visual,Medium,High,Short,1,2,4,Easy,Easy,Worksheet,Yes,No,10
S104,11,44.1,2,73.9,2,8,20.0,63.7,7,3,0.48,1,0.84,0.47,0.3,59.6,13.0,Competency-Based,15,Female,11,Mild,4,High,Minimal,6.0,9,6,7.0,7.0,Beginner,High,Medium,Verbal,10,8,5,Low,Visual,Low,Medium,Long,5,7,7,High,Medium,Video,Yes,Yes,25
S105,9,32.5,7,50.8,8,34,11.6,90.5,2,1,0.68,0,0.81,0.19,0.78,64.5,6.3,Competency-Based,13,Male,5,Mild,4,High,Minimal,6.0,4,10,6.0,5.0,Beginner,High,Medium,Non-verbal,5,5,4,High,Visual,Medium,High,Medium,4,7,8,High,Medium,Story,Yes,Yes,20
S106,11,25.3,3,85.9,13,10,20.8,64.6,3,3,0.55,1,0.7,0.77,0.35,59.0,9.5,Competency-Based,8,Female,7,Moderate,2,Medium,Partial,4.0,4,5,6.0,3.0,Beginner,Medium,Medium,Verbal,4,3,6,Medium,Visual,Medium,High,Short,3,6,4,Medium,Easy,Worksheet,Yes,No,25
S107,10,27.0,5,63.2,18,50,30.0,64.8,3,3,0.62,0,0.86,0.55,0.55,54.4,16.2,Competency-Based,15,Male,3,Mild,4,High,Minimal,10.0,7,4,7.0,6.0,Intermediate,High,High,Verbal,10,6,6,Medium,Mixed,Medium,Low,Medium,8,6,7,High,Medium,Quiz,No,No,25
S108,14,31.2,8,91.0,6,58,11.3,92.3,2,2,0.79,1,0.59,0.64,0.71,72.1,19.5,Competency-Based,18,Male,3,Mild,4,High,Minimal,6.0,7,6,7.0,8.0,Emerging,High,Medium,Non-verbal,7,6,10,High,Visual,Medium,Medium,Medium,7,6,6,High,Medium,Flashcards,No,No,15
S109,4,26.7,6,93.5,15,23,26.0,73.1,4,1,0.68,1,0.79,0.16,0.44,76.7,15.8,Adaptive,14,Male,12,Severe,2,High,Partial,1.0,5,2,2.0,5.0,Emerging,Low,Low,Non-verbal,2,2,3,Medium,Audio,Medium,High,Short,1,4,2,Easy,Hard,Video,Yes,Yes,15
S110,3,35.4,3,58.3,15,36,12.6,61.2,6,3,0.52,1,0.95,0.13,0.35,59.5,19.9,Competency-Based,9,Male,6,Mild,3,High,Minimal,7.0,5,5,6.0,10.0,Beginner,High,Medium,Verbal,5,10,6,High,Visual,Medium,Medium,Medium,5,4,9,High,Medium,Video,No,Yes,25
S111,18,16.5,7,70.8,0,13,25.2,62.0,2,1,0.52,0,0.57,0.11,0.76,65.5,15.5,Adaptive,9,Female,10,Moderate,2,Medium,Partial,4.0,4,5,5.0,6.0,Intermediate,Medium,High,Non-verbal,4,1,2,High,Visual,Low,High,Medium,8,5,5,Medium,Easy,Video,Yes,No,15
S112,7,27.6,6,50.1,3,16,24.2,65.4,7,1,0.61,1,0.77,0.23,0.68,55.4,9.4,Competency-Based,12,Male,10,Mild,3,High,Minimal,8.0,8,10,7.0,5.0,Intermediate,High,High,Non-verbal,6,6,2,Medium,Hands-on,Low,Low,Long,7,6,6,High,Medium,Worksheet,No,Yes,15
S113,5,33.5,4,76.9,3,15,14.6,68.1,4,2,0.63,0,0.86,0.39,0.89,64.0,15.1,Competency-Based,17,Female,3,Moderate,2,Medium,Minimal,5.0,4,4,3.0,4.0,Beginner,Medium,Medium,Non-verbal,2,5,5,Low,Hands-on,Medium,High,Medium,6,4,3,Medium,Easy,Story,Yes,No,25
S114,14,42.1,2,77.3,6,50,15.2,85.3,1,1,0.55,0,0.9,0.76,0.51,62.2,15.5,Competency-Based,15,Male,11,Moderate,2,Medium,Partial,2.0,3,1,5.0,5.0,Beginner,Low,Medium,Non-verbal,2,5,6,Low,Hands-on,Medium,High,Short,6,4,4,Easy,Easy,Worksheet,Yes,No,10
S115,10,27.2,8,61.1,7,59,25.4,66.0,2,1,0.62,0,0.79,0.42,0.34,56.6,10.6,Competency-Based,15,Male,6,Severe,2,Low,Full,5.0,4,1,6.0,1.0,Emerging,Low,Low,AAC,2,3,3,Low,Visual,High,High,Short,4,5,1,High,Easy,Flashcards,Yes,No,15
S116,24,21.0,7,75.1,16,20,18.2,64.5,4,3,0.31,0,0.56,0.3,0.74,64.0,5.3,Competency-Based,18,Female,6,Moderate,2,Medium,Full,5.0,2,2,6.0,7.0,Beginner,Medium,Medium,Verbal,6,4,5,Low,Mixed,Medium,High,Short,5,8,3,Medium,Easy,Worksheet,Yes,Yes,15
S117,5,18.4,4,60.1,4,5,24.1,89.1,2,2,0.51,0,0.58,0.49,0.61,61.8,15.5,Competency-Based,18,Male,5,Moderate,2,Medium,Partial,7.0,2,2,5.0,3.0,Beginner,Medium,Medium,AAC,7,6,6,Low,Mixed,Low,High,Short,5,3,3,Medium,Easy,Story,Yes,Yes,20
S118,3,57.3,9,57.2,6,49,11.3,85.5,2,1,0.44,0,0.41,0.18,0.43,65.7,5.3,Adaptive,16,Female,9,Mild,4,High,Minimal,5.0,4,6,9.0,9.0,Beginner,High,Medium,Non-verbal,7,6,4,Low,Audio,Low,Low,Medium,7,7,8,High,Medium,Story,Yes,No,30
S119,5,33.7,3,79.3,19,59,26.8,76.5,6,3,0.36,0,0.82,0.53,0.77,64.5,14.5,Competency-Based,18,Male,10,Mild,4,High,Minimal,7.0,9,5,3.0,7.0,Intermediate,High,High,AAC,8,7,7,High,Audio,Low,Medium,Long,6,5,8,High,Medium,Quiz,No,No,30
S120,7,41.2,5,64.7,19,57,23.6,80.9,6,2,0.35,1,0.42,0.5,0.42,60.6,7.5,Competency-Based,14,Female,9,Mild,4,High,Minimal,7.0,7,8,6.0,6.0,Beginner,Medium,Medium,Verbal,4,7,9,High,Audio,Low,Medium,Medium,5,8,5,High,Medium,Quiz,No,Yes,20
S121,17,56.4,6,76.6,3,25,28.0,71.9,7,2,0.6,1,0.88,0.65,0.46,59.5,13.5,Competency-Based,12,Female,4,Severe,2,Low,Full,5.0,2,1,5.0,3.0,Emerging,Low,Low,Non-verbal,1,4,5,Medium,Visual,High,High,Short,1,3,2,Easy,Easy,Worksheet,Yes,Yes,15
S122,16,18.7,2,69.5,5,34,10.9,78.3,4,3,0.56,1,0.47,0.79,0.36,56.1,12.6,Competency-Based,16,Male,9,Mild,4,High,Minimal,4.0,9,9,5.0,5.0,Intermediate,High,High,Verbal,6,6,10,Medium,Mixed,Medium,Medium,Long,7,6,9,High,Medium,Worksheet,No,Yes,20
S123,5,54.4,6,94.3,6,17,21.0,79.3,4,3,0.43,0,0.49,0.28,0.54,76.5,5.2,Adaptive,11,Male,5,Mild,4,Low,Minimal,6.0,4,6,5.0,9.0,Intermediate,High,Medium,Verbal,7,7,5,Low,Mixed,High,Medium,Short,9,7,5,High,Easy,Worksheet,Yes,No,25
S124,3,39.8,8,56.7,17,38,21.2,74.7,0,3,0.54,0,0.66,0.46,0.55,56.9,10.4,Competency-Based,18,Male,9,Moderate,2,Medium,Partial,4.0,6,4,6.0,2.0,Emerging,Medium,Low,Verbal,2,4,4,Low,Visual,Low,High,Medium,3,4,5,Medium,Easy,Video,Yes,No,10
S125,7,22.4,3,70.9,4,8,15.8,94.4,2,3,0.55,0,0.81,0.74,0.61,62.7,14.0,Competency-Based,11,Male,9,Severe,2,Medium,Full,1.0,3,2,1.0,1.0,Emerging,Low,Low,Verbal,5,2,1,Low,Hands-on,High,High,Short,2,3,1,Easy,Easy,Flashcards,Yes,No,10
S126,16,33.5,6,80.6,19,32,18.1,60.6,3,3,0.4,0,0.48,0.65,0.73,58.1,17.7,Competency-Based,9,Female,11,Mild,4,High,Minimal,6.0,4,7,6.0,6.0,Intermediate,High,High,AAC,6,7,4,Medium,Audio,Medium,Medium,Medium,7,9,6,High,Medium,Flashcards,No,Yes,20
S127,9,50.0,2,67.8,2,42,8.8,89.7,2,1,0.63,1,0.64,0.44,0.84,66.0,18.3,Adaptive,14,Female,4,Mild,4,High,Minimal,5.0,9,6,7.0,4.0,Intermediate,High,High,AAC,7,6,6,Low,Hands-on,Medium,Low,Long,10,5,8,High,Medium,Video,No,Yes,25
S128,11,36.6,3,93.9,6,35,24.4,64.7,2,1,0.69,0,0.67,0.76,0.38,62.6,12.3,Competency-Based,13,Male,6,Severe,2,Low,Full,2.0,1,3,2.0,1.0,Emerging,Low,Low,AAC,2,1,2,Medium,Hands-on,Medium,High,Short,2,3,2,Easy,Medium,Quiz,Yes,Yes,10
S129,17,59.3,6,82.5,13,59,20.1,90.3,4,2,0.7,1,0.52,0.14,0.33,77.9,15.9,Adaptive,11,Male,7,Moderate,1,High,Partial,6.0,7,5,6.0,5.0,Beginner,Medium,Medium,AAC,3,5,6,Medium,Visual,Medium,High,Medium,5,5,8,Medium,Easy,Video,Yes,Yes,20
S130,17,32.0,5,79.6,6,31,9.3,83.4,2,1,0.6,0,0.46,0.75,0.31,62.7,9.7,Competency-Based,15,Male,8,Moderate,2,Medium,Full,6.0,7,7,5.0,9.0,Beginner,Medium,Medium,AAC,4,2,4,High,Hands-on,Medium,High,Medium,5,5,4,Medium,Easy,Quiz,Yes,Yes,15
S131,12,48.7,7,84.1,4,9,23.0,92.0,5,1,0.56,1,0.86,0.14,0.39,78.9,10.1,Adaptive,13,Female,5,Severe,2,Low,Full,4.0,3,1,3.0,4.0,Emerging,Low,Low,Non-verbal,4,2,1,Low,Visual,High,High,Short,2,2,2,Easy,Medium,Flashcards,Yes,No,20
S132,15,32.7,3,92.9,4,29,18.3,63.7,2,1,0.33,0,0.68,0.48,0.69,67.5,7.9,Adaptive,11,Male,5,Severe,2,Low,Full,1.0,1,1,2.0,5.0,Emerging,Low,Low,Non-verbal,3,1,4,High,Mixed,Medium,High,Short,1,2,2,Easy,Easy,Worksheet,Yes,Yes,10
S133,21,52.3,7,90.9,1,7,8.8,81.2,5,3,0.44,1,0.41,0.72,0.74,66.8,13.4,Competency-Based,14,Male,9,Moderate,3,Medium,Partial,5.0,4,7,6.0,4.0,Emerging,Medium,Low,Non-verbal,6,2,4,High,Audio,Medium,High,Short,4,4,8,Medium,Easy,Worksheet,Yes,Yes,10
S134,9,40.6,9,82.6,5,37,29.3,79.0,6,2,0.35,0,0.84,0.28,0.77,71.5,9.7,Adaptive,9,Female,11,Moderate,2,Medium,Partial,6.0,1,7,6.0,6.0,Beginner,Medium,Medium,Verbal,4,5,6,Medium,Visual,Low,High,Short,4,5,6,Medium,Hard,Video,Yes,No,15
S135,19,17.9,3,83.7,14,8,28.9,86.8,3,2,0.78,1,0.94,0.43,0.45,71.6,6.3,Adaptive,9,Male,12,Moderate,2,Medium,Partial,4.0,1,6,4.0,5.0,Beginner,Medium,Medium,Verbal,4,4,3,High,Visual,Low,High,Short,7,6,4,Medium,Easy,Story,Yes,No,10
S136,22,16.7,5,56.6,9,29,19.3,80.3,7,2,0.37,0,0.73,0.33,0.48,60.4,15.3,Competency-Based,13,Female,12,Mild,4,Medium,Minimal,8.0,5,5,7.0,9.0,Intermediate,High,High,Non-verbal,7,9,6,Low,Hands-on,Low,Low,Medium,6,8,7,High,Medium,Flashcards,No,No,30
S137,6,21.0,7,54.6,6,24,10.1,80.5,4,2,0.38,1,0.68,0.77,0.59,51.2,15.6,Competency-Based,13,Female,11,Mild,4,High,Minimal,7.0,7,7,8.0,6.0,Beginner,High,Medium,AAC,5,7,9,Medium,Mixed,Low,Medium,Medium,3,7,7,Easy,Medium,Video,Yes,Yes,25
S138,7,15.6,4,75.7,4,38,24.6,76.3,2,1,0.74,1,0.88,0.68,0.34,60.4,10.4,Competency-Based,8,Female,12,Mild,4,High,Minimal,8.0,7,8,8.0,8.0,Intermediate,High,Medium,Non-verbal,5,6,2,Medium,Visual,Medium,Medium,Medium,6,9,6,Medium,Medium,Story,No,No,20
S139,9,18.4,2,50.8,0,30,18.8,71.7,5,1,0.77,0,0.92,0.6,0.67,50.3,6.2,Competency-Based,11,Female,4,Mild,5,High,Minimal,8.0,6,9,6.0,7.0,Intermediate,Medium,High,Verbal,7,7,8,High,Visual,Medium,Low,Medium,9,8,6,High,Medium,Video,Yes,No,25
S140,15,46.1,4,71.7,12,9,14.7,78.3,5,3,0.68,1,0.81,0.51,0.89,62.5,11.4,Competency-Based,10,Female,8,Mild,4,Medium,Minimal,6.0,5,7,6.0,5.0,Beginner,High,Medium,AAC,4,5,7,Medium,Hands-on,Low,Medium,Medium,6,3,7,High,Medium,Story,Yes,Yes,15
S141,17,39.0,6,59.5,17,39,18.8,64.5,6,2,0.3,0,0.64,0.67,0.52,50.2,11.6,Competency-Based,10,Female,9,Severe,2,Low,Full,1.0,1,4,2.0,4.0,Beginner,Low,Medium,Verbal,2,2,1,High,Visual,High,High,Short,6,3,1,Easy,Easy,Quiz,Yes,No,10
S142,13,48.7,5,65.6,12,32,19.5,96.5,5,1,0.3,0,0.73,0.37,0.75,68.3,15.0,Adaptive,16,Male,7,Mild,4,High,Minimal,6.0,6,6,4.0,8.0,Beginner,High,Low,Verbal,9,7,6,Medium,Mixed,Medium,Low,Medium,5,5,7,High,Medium,Quiz,No,No,25
S143,6,56.1,4,84.9,17,33,20.4,87.1,7,1,0.49,0,0.79,0.41,0.6,72.2,9.7,Adaptive,8,Female,10,Moderate,3,Medium,Partial,6.0,6,4,5.0,4.0,Emerging,High,Low,Verbal,4,4,4,Medium,Mixed,Medium,Medium,Medium,3,5,2,Medium,Easy,Story,Yes,Yes,10
S144,15,41.3,3,92.4,4,13,17.7,96.2,1,3,0.37,1,0.51,0.61,0.38,74.5,15.2,Competency-Based,11,Female,7,Mild,4,High,Minimal,6.0,9,8,5.0,5.0,Beginner,High,Medium,AAC,7,8,5,Medium,Mixed,Low,Low,Long,4,8,5,High,Medium,Story,Yes,Yes,20
S145,9,47.7,6,53.3,12,56,21.3,68.6,0,3,0.31,1,0.65,0.35,0.65,55.9,18.1,Competency-Based,13,Male,7,Severe,2,Low,Full,2.0,4,6,3.0,7.0,Beginner,Low,Medium,AAC,1,2,5,Medium,Hands-on,High,High,Short,6,1,3,Easy,Hard,Worksheet,Yes,Yes,15
S146,21,49.1,6,74.0,3,42,28.2,93.4,7,3,0.53,0,0.86,0.14,0.48,75.1,8.6,Adaptive,12,Male,9,Severe,1,Low,Full,3.0,2,3,4.0,3.0,Emerging,Low,Low,Non-verbal,4,3,2,Medium,Visual,High,High,Short,1,1,1,Easy,Easy,Story,Yes,Yes,15
S147,24,32.0,4,89.7,16,54,16.0,90.7,3,1,0.77,0,0.76,0.15,0.32,80.8,19.7,Adaptive,13,Male,7,Mild,3,High,Full,7.0,7,7,7.0,9.0,Beginner,High,Medium,AAC,2,7,8,High,Visual,Low,Low,Medium,7,7,8,High,Medium,Quiz,Yes,Yes,15
S148,4,25.8,9,53.7,2,10,24.0,85.7,7,1,0.46,1,0.63,0.18,0.68,63.9,10.8,Competency-Based,18,Female,10,Mild,4,High,Minimal,4.0,7,7,1.0,7.0,Beginner,High,Medium,AAC,5,5,8,High,Visual,Low,Low,Medium,5,10,7,High,Medium,Video,Yes,Yes,20
S149,12,24.2,4,87.1,16,23,27.7,83.8,6,3,0.63,1,0.76,0.71,0.82,66.2,9.0,Competency-Based,18,Male,11,Severe,2,Low,Minimal,3.0,3,1,4.0,6.0,Beginner,Low,Medium,Verbal,3,3,4,Low,Audio,High,High,Medium,4,10,4,Easy,Easy,Worksheet,Yes,Yes,10
S150,15,26.3,9,66.1,10,48,18.0,72.0,6,2,0.63,1,0.47,0.43,0.51,59.8,11.3,Competency-Based,18,Male,8,Mild,3,Medium,Minimal,4.0,6,5,7.0,5.0,Beginner,High,Medium,Verbal,6,8,10,High,Hands-on,Medium,Medium,Medium,6,4,9,High,Medium,Flashcards,No,No,30
S151,23,27.4,5,64.5,19,15,17.8,91.0,7,3,0.43,0,0.62,0.6,0.53,61.4,6.4,Competency-Based,9,Female,3,Mild,4,High,Minimal,7.0,7,6,6.0,7.0,Beginner,High,Medium,AAC,8,7,7,Medium,Mixed,Low,Low,Long,6,6,7,High,Medium,Story,No,No,30
S152,8,24.3,2,94.0,3,6,21.2,79.1,2,3,0.63,0,0.84,0.38,0.83,74.5,6.9,Adaptive,10,Female,7,Mild,5,High,Minimal,7.0,6,5,10.0,5.0,Beginner,High,Medium,Non-verbal,9,8,7,Low,Visual,Low,Low,Medium,5,1,6,Medium,Medium,Flashcards,Yes,No,20
S153,14,54.5,4,59.0,1,51,21.0,62.7,1,3,0.41,0,0.52,0.28,0.79,57.7,11.2,Competency-Based,12,Male,3,Moderate,2,Medium,Partial,4.0,3,4,5.0,5.0,Beginner,Medium,Medium,AAC,5,4,4,Low,Audio,Low,High,Medium,4,6,4,Easy,Easy,Story,Yes,No,20
S154,14,49.1,8,81.2,19,48,25.7,71.9,2,3,0.36,0,0.5,0.34,0.73,68.0,16.4,Adaptive,14,Female,5,Mild,5,High,Minimal,7.0,8,5,6.0,9.0,Beginner,High,Medium,Non-verbal,7,5,7,High,Mixed,Medium,Low,Long,7,6,6,High,Medium,Story,Yes,Yes,15
S155,22,17.1,9,87.0,15,48,18.5,95.5,2,1,0.65,0,0.92,0.66,0.45,71.0,18.5,Competency-Based,11,Female,5,Moderate,2,High,Partial,8.0,5,3,6.0,4.0,Beginner,Medium,Medium,Non-verbal,6,6,5,High,Visual,Medium,High,Short,5,6,5,Medium,Easy,Video,Yes,No,15
S156,13,27.1,4,51.9,17,13,29.9,92.3,7,2,0.36,1,0.52,0.54,0.85,58.0,15.0,Competency-Based,17,Female,10,Moderate,2,Medium,Partial,3.0,5,2,4.0,5.0,Beginner,Medium,Medium,Verbal,5,5,5,Low,Hands-on,Medium,High,Medium,4,2,5,Medium,Easy,Story,Yes,Yes,20
S157,9,16.0,7,80.2,7,25,9.3,97.3,4,3,0.8,0,0.54,0.76,0.39,66.7,6.6,Competency-Based,12,Female,12,Mild,4,High,Minimal,9.0,7,7,4.0,10.0,Beginner,High,Medium,Non-verbal,8,8,3,High,Mixed,Medium,Medium,Medium,4,6,8,High,Medium,Quiz,Yes,Yes,25
S158,3,37.4,3,92.8,2,28,8.1,83.9,4,2,0.39,1,0.93,0.58,0.68,71.3,15.1,Adaptive,16,Male,7,Moderate,2,Medium,Partial,3.0,4,6,5.0,7.0,Emerging,Medium,Medium,Verbal,5,2,5,High,Visual,Low,High,Medium,6,5,9,Medium,Easy,Story,Yes,No,15
S159,3,36.4,8,55.6,8,38,22.1,69.4,4,2,0.6,1,0.8,0.5,0.32,53.7,14.5,Competency-Based,10,Male,11,Moderate,2,Medium,Partial,2.0,8,5,7.0,4.0,Beginner,Medium,Medium,Verbal,10,3,7,High,Mixed,Medium,High,Medium,5,4,3,Medium,Easy,Quiz,Yes,Yes,20
S160,22,52.4,8,90.3,19,26,14.6,66.2,1,2,0.51,0,0.78,0.53,0.69,66.3,17.1,Adaptive,9,Male,4,Mild,4,High,Minimal,8.0,6,7,7.0,9.0,Beginner,High,Medium,Non-verbal,4,7,5,Medium,Audio,Medium,Medium,Medium,8,6,5,High,Medium,Quiz,No,Yes,25
